entry,timeGMT,timeELA_s,voltage_V,current_mA,power_mW,testName,rwID,startTime
51,21:10:52 GMT,50.284,5.044,-0.4,-2.018,ina219Test,RW0110,20200909141001
52,21:10:53 GMT,51.29,5.04,-0.3,-1.512,ina219Test,RW0110,20200909141001
53,21:10:54 GMT,52.296,5.032,-0.4,-2.013,ina219Test,RW0110,20200909141001
54,21:10:55 GMT,53.301,5.032,-0.1,-0.503,ina219Test,RW0110,20200909141001
55,21:10:56 GMT,54.307,5.044,-0.1,-0.504,ina219Test,RW0110,20200909141001
56,21:10:57 GMT,55.312,5.044,-0.4,-2.018,ina219Test,RW0110,20200909141001
57,21:10:58 GMT,56.318,5.028,0.1,0.503,ina219Test,RW0110,20200909141001
58,21:10:59 GMT,57.323,5.028,-0.2,-1.006,ina219Test,RW0110,20200909141001
59,21:11:00 GMT,58.329,5.032,-0.2,-1.006,ina219Test,RW0110,20200909141001
60,21:11:01 GMT,59.334,5.036,-0.1,-0.504,ina219Test,RW0110,20200909141001
61,21:11:02 GMT,60.34,5.04,-0.1,-0.504,ina219Test,RW0110,20200909141001
62,21:11:03 GMT,61.346,5.028,-0.1,-0.503,ina219Test,RW0110,20200909141001
63,21:11:04 GMT,62.352,5.036,-0.2,-1.007,ina219Test,RW0110,20200909141001
64,21:11:05 GMT,63.366,5.048,-0.2,-1.01,ina219Test,RW0110,20200909141001
65,21:11:06 GMT,64.371,5.036,-0.2,-1.007,ina219Test,RW0110,20200909141001
66,21:11:07 GMT,65.377,5.02,0.1,0.502,ina219Test,RW0110,20200909141001
67,21:11:08 GMT,66.382,5.036,0.0,0.0,ina219Test,RW0110,20200909141001
68,21:11:09 GMT,67.388,5.04,0.0,0.0,ina219Test,RW0110,20200909141001
69,21:11:10 GMT,68.393,5.036,7.3,36.763,ina219Test,RW0110,20200909141001
70,21:11:11 GMT,69.399,5.048,4.9,24.735,ina219Test,RW0110,20200909141001
71,21:11:12 GMT,70.404,5.032,6.4,32.205,ina219Test,RW0110,20200909141001
72,21:11:13 GMT,71.41,5.024,10.2,51.245,ina219Test,RW0110,20200909141001
73,21:11:14 GMT,72.415,5.036,9.1,45.828,ina219Test,RW0110,20200909141001
74,21:11:15 GMT,73.421,5.04,8.0,40.32,ina219Test,RW0110,20200909141001
75,21:11:16 GMT,74.427,5.04,5.4,27.216,ina219Test,RW0110,20200909141001
76,21:11:17 GMT,75.432,5.036,5.8,29.209,ina219Test,RW0110,20200909141001
77,21:11:18 GMT,76.438,5.032,8.8,44.282,ina219Test,RW0110,20200909141001
78,21:11:19 GMT,77.443,5.024,9.7,48.733,ina219Test,RW0110,20200909141001
79,21:11:20 GMT,78.449,5.044,5.9,29.76,ina219Test,RW0110,20200909141001
80,21:11:21 GMT,79.454,5.044,5.2,26.229,ina219Test,RW0110,20200909141001
81,21:11:22 GMT,80.46,5.028,6.6,33.185,ina219Test,RW0110,20200909141001
82,21:11:23 GMT,81.465,5.028,9.7,48.772,ina219Test,RW0110,20200909141001
83,21:11:24 GMT,82.471,5.036,8.5,42.806,ina219Test,RW0110,20200909141001
84,21:11:25 GMT,83.477,5.036,7.1,35.756,ina219Test,RW0110,20200909141001
85,21:11:26 GMT,84.482,5.048,5.1,25.745,ina219Test,RW0110,20200909141001
86,21:11:27 GMT,85.488,5.032,6.2,31.198,ina219Test,RW0110,20200909141001
87,21:11:28 GMT,86.493,5.024,10.1,50.742,ina219Test,RW0110,20200909141001
88,21:11:29 GMT,87.499,5.032,9.1,45.791,ina219Test,RW0110,20200909141001
89,21:11:30 GMT,88.504,5.04,7.7,38.808,ina219Test,RW0110,20200909141001
90,21:11:31 GMT,89.51,5.032,5.7,28.682,ina219Test,RW0110,20200909141001
